OrderNumber,Sales Channel,WarehouseCode,ProcuredDate,OrderDate,ShipDate,DeliveryDate,CurrencyCode,_SalesTeamID,_CustomerID,_StoreID,_ProductID,Order Quantity,Discount Applied,Unit Cost,Unit Price,Revenue,Total Sales,Total Revenue,Total Cost,Total Profit,Profit Margin,Discount Amount,Order Year,Order Month,Order Day,Order Quarter,Order DayOfWeek,Order WeekOfYear,Ship Year,Ship Month,Ship Day,Ship Quarter,Ship DayOfWeek,Ship WeekOfYear,Delivery Year,Delivery Month,Delivery Day,Delivery Quarter,Delivery DayOfWeek,Delivery WeekOfYear,Processing_Days,Shipping_Days,Total_Lead_Time,Delivery_Category,Order_Value_Category,High_Margin_Product,Discounted_Order,Large_Order,Is_Holiday_Season,Is_Summer
SO - 0004715,Distributor,WARE-NMK1003,23/8/19,2019-11-30,2019-12-19,2019-12-28,USD,25,32,113,7,7,0.05,119.6,234.5,1559.425,1641.5,1559.425,837.1999999999999,722.225,46.313545056671536,82.07500000000002,2019,11,30,4,5,48,2019,12,19,4,3,51,2019,12,28,4,5,52,19,9,28,Very Slow,Low,True,True,False,True,False
SO - 0004716,In-Store,WARE-NMK1003,23/8/19,2019-12-01,2019-12-04,2019-12-10,USD,11,2,198,20,6,0.08,410.84,978.2,5399.664000000001,5869.200000000001,5399.664000000001,2465.04,2934.6240000000007,54.34827055905701,469.536,2019,12,1,4,6,48,2019,12,4,4,2,49,2019,12,10,4,1,50,3,6,9,Slow,Low,True,True,False,True,False
SO - 0004717,In-Store,WARE-NMK1003,23/8/19,2019-12-01,2019-12-22,2019-12-27,USD,8,43,190,2,6,0.2,155.31,254.6,1222.08,1527.6,1222.08,931.86,290.2199999999999,23.7480361351139,305.52,2019,12,1,4,6,48,2019,12,22,4,6,51,2019,12,27,4,4,52,21,5,26,Very Slow,Low,False,True,False,True,False
SO - 0004718,Wholesale,WARE-NMK1003,23/8/19,2019-12-01,2019-12-22,2019-12-26,USD,27,38,189,44,7,0.2,1052.44,1252.9,7016.240000000002,8770.300000000001,7016.240000000002,7367.08,-350.8399999999983,-5.000399074147952,1754.0600000000004,2019,12,1,4,6,48,2019,12,22,4,6,51,2019,12,26,4,3,52,21,4,25,Very Slow,Low,False,True,False,True,False
SO - 0004719,Distributor,WARE-MKL1006,23/8/19,2019-12-01,2019-12-17,2019-12-27,USD,23,33,336,23,8,0.08,813.11,1098.8,8087.168,8790.4,8087.168,6504.88,1582.2879999999996,19.565415235592976,703.232,2019,12,1,4,6,48,2019,12,17,4,1,51,2019,12,27,4,4,52,16,10,26,Very Slow,Low,False,True,True,True,False
SO - 0004720,Online,WARE-MKL1006,23/8/19,2019-12-01,2019-12-16,2019-12-26,USD,19,6,355,39,4,0.08,592.82,1058.6,3895.6479999999997,4234.4,3895.6479999999997,2371.28,1524.3679999999995,39.13002406788292,338.75199999999995,2019,12,1,4,6,48,2019,12,16,4,0,51,2019,12,26,4,3,52,15,10,25,Very Slow,Low,True,True,False,True,False
SO - 0004721,In-Store,WARE-PUJ1005,23/8/19,2019-12-01,2019-12-15,2019-12-25,USD,12,21,270,38,8,0.05,132.66,201.0,1527.6,1608.0,1527.6,1061.28,466.31999999999994,30.526315789473678,80.4,2019,12,1,4,6,48,2019,12,15,4,6,50,2019,12,25,4,2,52,14,10,24,Very Slow,Low,True,True,True,True,False
SO - 0004722,In-Store,WARE-UHY1004,23/8/19,2019-12-01,2019-12-17,2019-12-22,USD,1,44,213,3,4,0.08,867.52,1045.2,3846.3360000000002,4180.8,3846.3360000000002,3470.08,376.2560000000003,9.782192715353007,334.464,2019,12,1,4,6,48,2019,12,17,4,1,51,2019,12,22,4,6,51,16,5,21,Very Slow,Low,False,True,False,True,False
SO - 0004723,Online,WARE-PUJ1005,23/8/19,2019-12-01,2019-12-03,2019-12-13,USD,14,3,291,8,6,0.05,1132.03,2358.4,13442.880000000001,14150.400000000001,13442.880000000001,6792.18,6650.700000000001,49.47377347711205,707.5200000000001,2019,12,1,4,6,48,2019,12,3,4,1,49,2019,12,13,4,4,50,2,10,12,Slow,Below Avg,True,True,False,True,False
SO - 0004724,In-Store,WARE-NMK1003,23/8/19,2019-12-01,2019-12-26,2020-01-03,USD,9,43,133,44,4,0.15,1132.03,2572.8,8747.52,10291.2,8747.52,4528.12,4219.400000000001,48.23538557213931,1543.68,2019,12,1,4,6,48,2019,12,26,4,3,52,2020,1,3,1,4,1,25,8,33,Very Slow,Low,True,True,False,True,False
SO - 0004725,Online,WARE-UHY1004,23/8/19,2019-12-02,2019-12-29,2020-01-04,USD,15,26,260,13,5,0.05,585.92,1065.3,5060.175,5326.5,5060.175,2929.6,2130.5750000000003,42.104769103835345,266.325,2019,12,2,4,0,49,2019,12,29,4,6,52,2020,1,4,1,5,1,27,6,33,Very Slow,Low,True,True,False,True,False
SO - 0004726,Online,WARE-NMK1003,23/8/19,2019-12-02,2019-12-29,2020-01-02,USD,18,38,169,18,1,0.05,1884.44,2298.1,2183.1949999999997,2298.1,2183.1949999999997,1884.44,298.75499999999965,13.684302135173438,114.905,2019,12,2,4,0,49,2019,12,29,4,6,52,2020,1,2,1,3,1,27,4,31,Very Slow,Low,False,True,False,True,False
SO - 0004727,Wholesale,WARE-XYS1001,23/8/19,2019-12-02,2019-12-26,2019-12-29,USD,27,5,8,7,2,0.1,1997.94,2814.0,5065.2,5628.0,5065.2,3995.88,1069.3199999999997,21.111111111111107,562.8000000000001,2019,12,2,4,0,49,2019,12,26,4,3,52,2019,12,29,4,6,52,24,3,27,Very Slow,Low,False,True,False,True,False
SO - 0004728,In-Store,WARE-NMK1003,23/8/19,2019-12-02,2019-12-20,2019-12-28,USD,10,42,112,19,7,0.2,760.85,1118.9,6265.840000000001,7832.300000000001,6265.840000000001,5325.95,939.8900000000012,15.000223433729573,1566.4600000000003,2019,12,2,4,0,49,2019,12,20,4,4,51,2019,12,28,4,5,52,18,8,26,Very Slow,Low,False,True,False,True,False
SO - 0004729,Online,WARE-NBV1002,23/8/19,2019-12-02,2019-12-25,2020-01-01,USD,15,30,87,44,4,0.4,472.48,1098.8,2637.12,4395.2,2637.12,1889.92,747.1999999999998,28.333940055818463,1758.08,2019,12,2,4,0,49,2019,12,25,4,2,52,2020,1,1,1,2,1,23,7,30,Very Slow,Low,False,True,False,True,False
SO - 0004730,Distributor,WARE-XYS1001,23/8/19,2019-12-02,2019-12-15,2019-12-24,USD,21,45,17,29,8,0.08,760.92,1855.9,13659.424,14847.2,13659.424,6087.36,7572.064000000001,55.4347240410723,1187.776,2019,12,2,4,0,49,2019,12,15,4,6,50,2019,12,24,4,1,52,13,9,22,Very Slow,Below Avg,True,True,True,True,False
SO - 0004731,Online,WARE-XYS1001,23/8/19,2019-12-02,2019-12-30,2020-01-09,USD,19,47,2,3,7,0.05,1696.84,2532.6,16841.79,17728.2,16841.79,11877.88,4963.910000000002,29.47376733708235,886.41,2019,12,2,4,0,49,2019,12,30,4,0,1,2020,1,9,1,3,2,28,10,38,Very Slow,Below Avg,True,True,False,True,False
SO - 0004732,In-Store,WARE-NMK1003,23/8/19,2019-12-02,2019-12-13,2019-12-19,USD,11,43,145,40,6,0.1,737.0,1340.0,7236.0,8040.0,7236.0,4422.0,2814.0,38.88888888888889,804.0,2019,12,2,4,0,49,2019,12,13,4,4,50,2019,12,19,4,3,51,11,6,17,Very Slow,Low,True,True,False,True,False
SO - 0004733,In-Store,WARE-XYS1001,23/8/19,2019-12-03,2019-12-28,2020-01-01,USD,6,9,35,4,4,0.15,1382.88,1728.6,5877.24,6914.4,5877.24,5531.52,345.71999999999935,5.8823529411764595,1037.1599999999999,2019,12,3,4,1,49,2019,12,28,4,5,52,2020,1,1,1,2,1,25,4,29,Very Slow,Low,False,True,False,True,False
SO - 0004734,In-Store,WARE-NMK1003,23/8/19,2019-12-03,2019-12-31,2020-01-08,USD,10,23,122,42,8,0.05,486.42,1105.5,8401.8,8844.0,8401.8,3891.36,4510.439999999999,53.68421052631578,442.20000000000005,2019,12,3,4,1,49,2019,12,31,4,1,1,2020,1,8,1,2,2,28,8,36,Very Slow,Low,True,True,True,True,False
SO - 0004735,Wholesale,WARE-PUJ1005,23/8/19,2019-12-03,2019-12-06,2019-12-11,USD,25,29,296,23,8,0.08,485.01,850.9,6262.624,6807.2,6262.624,3880.08,2382.544,38.04386148681447,544.576,2019,12,3,4,1,49,2019,12,6,4,4,49,2019,12,11,4,2,50,3,5,8,Slow,Low,True,True,True,True,False
SO - 0004736,Online,WARE-NMK1003,23/8/19,2019-12-03,2019-12-25,2019-12-26,USD,17,11,95,11,1,0.4,3020.09,5118.8,3071.28,5118.8,3071.28,3020.09,51.190000000000055,1.6667317860957012,2047.5200000000002,2019,12,3,4,1,49,2019,12,25,4,2,52,2019,12,26,4,3,52,22,1,23,Very Slow,Low,False,True,False,True,False
SO - 0004737,Wholesale,WARE-MKL1006,23/8/19,2019-12-03,2019-12-07,2019-12-12,USD,28,25,355,14,4,0.4,1460.47,2318.2,5563.679999999999,9272.8,5563.679999999999,5841.88,-278.2000000000007,-5.000287579443835,3709.12,2019,12,3,4,1,49,2019,12,7,4,5,49,2019,12,12,4,3,50,4,5,9,Slow,Low,False,True,False,True,False
SO - 0004738,Wholesale,WARE-UHY1004,23/8/19,2019-12-03,2019-12-12,2019-12-20,USD,28,30,212,21,3,0.08,644.88,837.5,2311.5,2512.5,2311.5,1934.6399999999999,376.8600000000001,16.30369889682025,201.0,2019,12,3,4,1,49,2019,12,12,4,3,50,2019,12,20,4,4,51,9,8,17,Very Slow,Low,False,True,False,True,False
SO - 0004739,Online,WARE-PUJ1005,23/8/19,2019-12-03,2019-12-17,2019-12-22,USD,13,5,265,19,8,0.4,1337.72,1996.6,9583.679999999998,15972.8,9583.679999999998,10701.76,-1118.0800000000017,-11.6664997161842,6389.12,2019,12,3,4,1,49,2019,12,17,4,1,51,2019,12,22,4,6,51,14,5,19,Very Slow,Low,False,True,True,True,False
SO - 0004740,Distributor,WARE-PUJ1005,23/8/19,2019-12-03,2019-12-31,2020-01-09,USD,21,1,298,5,7,0.3,3004.95,4006.6,19632.34,28046.2,19632.34,21034.649999999998,-1402.3099999999977,-7.142857142857132,8413.86,2019,12,3,4,1,49,2019,12,31,4,1,1,2020,1,9,1,3,2,28,9,37,Very Slow,Below Avg,False,True,False,True,False
SO - 0004741,In-Store,WARE-UHY1004,23/8/19,2019-12-04,2019-12-14,2019-12-22,USD,12,13,243,6,2,0.05,683.74,1051.9,1998.6100000000001,2103.8,1998.6100000000001,1367.48,631.1300000000001,31.578447020679373,105.19000000000001,2019,12,4,4,2,49,2019,12,14,4,5,50,2019,12,22,4,6,51,10,8,18,Very Slow,Low,True,True,False,True,False
SO - 0004742,In-Store,WARE-UHY1004,23/8/19,2019-12-04,2019-12-07,2019-12-11,USD,11,1,250,38,1,0.05,2525.63,3946.3,3748.985,3946.3,3748.985,2525.63,1223.355,32.631632295141216,197.31500000000003,2019,12,4,4,2,49,2019,12,7,4,5,49,2019,12,11,4,2,50,3,4,7,Standard,Low,True,True,False,True,False
SO - 0004743,Online,WARE-XYS1001,23/8/19,2019-12-04,2019-12-10,2019-12-11,USD,13,3,41,46,5,0.4,472.75,984.9,2954.7,4924.5,2954.7,2363.75,590.9499999999998,20.00033844383524,1969.8000000000002,2019,12,4,4,2,49,2019,12,10,4,1,50,2019,12,11,4,2,50,6,1,7,Standard,Low,False,True,False,True,False
SO - 0004744,Online,WARE-PUJ1005,23/8/19,2019-12-04,2019-12-21,2019-12-31,USD,13,43,289,24,8,0.08,1496.65,2934.6,21598.656,23476.8,21598.656,11973.2,9625.455999999998,44.565069233937514,1878.144,2019,12,4,4,2,49,2019,12,21,4,5,51,2019,12,31,4,1,1,17,10,27,Very Slow,Average,True,True,True,True,False
SO - 0004745,In-Store,WARE-NMK1003,23/8/19,2019-12-04,2019-12-07,2019-12-14,USD,12,38,201,40,8,0.2,2925.15,3798.9,24312.960000000003,30391.2,24312.960000000003,23401.2,911.760000000002,3.750098712785288,6078.240000000001,2019,12,4,4,2,49,2019,12,7,4,5,49,2019,12,14,4,5,50,3,7,10,Slow,Average,False,True,True,True,False
SO - 0004746,In-Store,WARE-PUJ1005,23/8/19,2019-12-04,2019-12-06,2019-12-07,USD,12,30,305,8,2,0.1,3055.2,3819.0,6874.2,7638.0,6874.2,6110.4,763.8000000000002,11.111111111111114,763.8000000000001,2019,12,4,4,2,49,2019,12,6,4,4,49,2019,12,7,4,5,49,2,1,3,Express,Low,False,True,False,True,False
SO - 0004747,Online,WARE-NMK1003,23/8/19,2019-12-04,2019-12-19,2019-12-26,USD,16,13,176,29,2,0.1,1476.75,1869.3,3364.74,3738.6,3364.74,2953.5,411.2399999999998,12.222043902352034,373.86,2019,12,4,4,2,49,2019,12,19,4,3,51,2019,12,26,4,3,52,15,7,22,Very Slow,Low,False,True,False,True,False
SO - 0004748,Distributor,WARE-NMK1003,23/8/19,2019-12-04,2019-12-16,2019-12-22,USD,23,35,179,36,2,0.05,486.89,1132.3,2151.37,2264.6,2151.37,973.78,1177.59,54.73674914124488,113.23,2019,12,4,4,2,49,2019,12,16,4,0,51,2019,12,22,4,6,51,12,6,18,Very Slow,Low,True,True,False,True,False
SO - 0004749,In-Store,WARE-NMK1003,23/8/19,2019-12-05,2019-12-22,2019-12-25,USD,12,11,103,34,2,0.15,678.44,817.4,1389.58,1634.8,1389.58,1356.88,32.69999999999982,2.3532290332330503,245.21999999999997,2019,12,5,4,3,49,2019,12,22,4,6,51,2019,12,25,4,2,52,17,3,20,Very Slow,Low,False,True,False,True,False
SO - 0004750,In-Store,WARE-NMK1003,23/8/19,2019-12-05,2019-12-31,2020-01-06,USD,9,28,142,37,3,0.15,461.5,1125.6,2870.2799999999997,3376.7999999999997,2870.2799999999997,1384.5,1485.7799999999997,51.764287804674105,506.5199999999999,2019,12,5,4,3,49,2019,12,31,4,1,1,2020,1,6,1,0,2,26,6,32,Very Slow,Low,True,True,False,True,False
SO - 0004751,In-Store,WARE-PUJ1005,23/8/19,2019-12-05,2019-12-22,2019-12-27,USD,10,32,293,10,7,0.15,515.9,1172.5,6976.375,8207.5,6976.375,3611.2999999999997,3365.0750000000003,48.235294117647065,1231.125,2019,12,5,4,3,49,2019,12,22,4,6,51,2019,12,27,4,4,52,17,5,22,Very Slow,Low,True,True,False,True,False
SO - 0004752,In-Store,WARE-PUJ1005,23/8/19,2019-12-05,2019-12-29,2020-01-04,USD,9,50,297,38,8,0.05,749.06,1152.4,8758.24,9219.2,8758.24,5992.48,2765.76,31.578947368421055,460.96000000000004,2019,12,5,4,3,49,2019,12,29,4,6,52,2020,1,4,1,5,1,24,6,30,Very Slow,Low,True,True,True,True,False
SO - 0004753,Wholesale,WARE-PUJ1005,23/8/19,2019-12-05,2019-12-30,2020-01-08,USD,26,15,270,16,7,0.05,3270.47,6170.7,41035.155,43194.9,41035.155,22893.289999999997,18141.865,44.21054337433355,2159.7450000000003,2019,12,5,4,3,49,2019,12,30,4,0,1,2020,1,8,1,2,2,25,9,34,Very Slow,High,True,True,False,True,False
SO - 0004754,In-Store,WARE-XYS1001,23/8/19,2019-12-05,2019-12-23,2020-01-01,USD,6,33,12,47,7,0.08,5106.81,6304.7,40602.268000000004,44132.9,40602.268000000004,35747.670000000006,4854.597999999998,11.956470017881754,3530.6319999999996,2019,12,5,4,3,49,2019,12,23,4,0,52,2020,1,1,1,2,1,18,9,27,Very Slow,High,False,True,False,True,False
SO - 0004755,Distributor,WARE-XYS1001,23/8/19,2019-12-05,2019-12-08,2019-12-11,USD,23,26,33,31,1,0.08,711.81,857.6,788.9920000000001,857.6,788.9920000000001,711.81,77.18200000000013,9.782355207657382,68.608,2019,12,5,4,3,49,2019,12,8,4,6,49,2019,12,11,4,2,50,3,3,6,Standard,Low,False,True,False,True,False
SO - 0004756,Distributor,WARE-NMK1003,23/8/19,2019-12-06,2019-12-14,2019-12-16,USD,21,5,183,25,6,0.2,2020.72,5051.8,24248.640000000003,30310.800000000003,24248.640000000003,12124.32,12124.320000000003,50.000000000000014,6062.160000000001,2019,12,6,4,4,49,2019,12,14,4,5,50,2019,12,16,4,0,51,8,2,10,Slow,Average,True,True,False,True,False
SO - 0004757,In-Store,WARE-NBV1002,23/8/19,2019-12-06,2019-12-21,2019-12-27,USD,7,1,80,12,3,0.05,125.96,268.0,763.8,804.0,763.8,377.88,385.91999999999996,50.526315789473685,40.2,2019,12,6,4,4,49,2019,12,21,4,5,51,2019,12,27,4,4,52,15,6,21,Very Slow,Low,True,True,False,True,False
SO - 0004758,Online,WARE-XYS1001,23/8/19,2019-12-06,2019-12-17,2019-12-18,USD,19,34,58,9,2,0.1,837.9,1132.3,2038.1399999999999,2264.6,2038.1399999999999,1675.8,362.3399999999999,17.777974035149693,226.46,2019,12,6,4,4,49,2019,12,17,4,1,51,2019,12,18,4,2,51,11,1,12,Slow,Low,False,True,False,True,False
SO - 0004759,Online,WARE-NMK1003,23/8/19,2019-12-06,2019-12-19,2019-12-26,USD,15,2,91,27,1,0.05,1886.59,3309.8,3144.31,3309.8,3144.31,1886.59,1257.72,39.99987278608025,165.49,2019,12,6,4,4,49,2019,12,19,4,3,51,2019,12,26,4,3,52,13,7,20,Very Slow,Low,True,True,False,True,False
SO - 0004760,Online,WARE-UHY1004,23/8/19,2019-12-06,2019-12-28,2020-01-07,USD,19,44,252,28,7,0.05,400.46,931.3,6193.1449999999995,6519.099999999999,6193.1449999999995,2803.22,3389.9249999999997,54.73672907706827,325.955,2019,12,6,4,4,49,2019,12,28,4,5,52,2020,1,7,1,1,2,22,10,32,Very Slow,Low,True,True,False,True,False
SO - 0004761,Online,WARE-MKL1006,23/8/19,2019-12-06,2019-12-18,2019-12-26,USD,15,39,339,42,1,0.3,1002.59,2331.6,1632.12,2331.6,1632.12,1002.59,629.5299999999999,38.57130603141925,699.4799999999999,2019,12,6,4,4,49,2019,12,18,4,2,51,2019,12,26,4,3,52,12,8,20,Very Slow,Low,True,True,False,True,False
SO - 0004762,Distributor,WARE-NMK1003,23/8/19,2019-12-06,2019-12-29,2020-01-06,USD,22,14,182,7,7,0.1,2026.08,5065.2,31910.760000000002,35456.4,31910.760000000002,14182.56,17728.200000000004,55.55555555555557,3545.64,2019,12,6,4,4,49,2019,12,29,4,6,52,2020,1,6,1,0,2,23,8,31,Very Slow,Above Avg,True,True,False,True,False
SO - 0004763,Online,WARE-XYS1001,23/8/19,2019-12-06,2019-12-30,2020-01-09,USD,15,44,45,19,3,0.05,653.25,837.5,2386.875,2512.5,2386.875,1959.75,427.125,17.894736842105264,125.625,2019,12,6,4,4,49,2019,12,30,4,0,1,2020,1,9,1,3,2,24,10,34,Very Slow,Low,False,True,False,True,False
SO - 0004764,Wholesale,WARE-UHY1004,23/8/19,2019-12-06,2019-12-30,2020-01-03,USD,27,34,232,13,2,0.05,282.94,690.1,1311.19,1380.2,1311.19,565.88,745.3100000000001,56.84225779635293,69.01,2019,12,6,4,4,49,2019,12,30,4,0,1,2020,1,3,1,4,1,24,4,28,Very Slow,Low,True,True,False,True,False
SO - 0004765,In-Store,WARE-UHY1004,23/8/19,2019-12-07,2019-12-09,2019-12-14,USD,2,34,230,31,7,0.05,1575.84,2626.4,17465.559999999998,18384.8,17465.559999999998,11030.88,6434.6799999999985,36.84210526315789,919.2400000000001,2019,12,7,4,5,49,2019,12,9,4,0,50,2019,12,14,4,5,50,2,5,7,Standard,Below Avg,True,True,False,True,False
SO - 0004766,In-Store,WARE-XYS1001,23/8/19,2019-12-07,2019-12-18,2019-12-21,USD,8,47,10,31,2,0.15,1479.49,2425.4,4123.18,4850.8,4123.18,2958.98,1164.2000000000003,28.235488142647185,727.62,2019,12,7,4,5,49,2019,12,18,4,2,51,2019,12,21,4,5,51,11,3,14,Slow,Low,False,True,False,True,False
SO - 0004767,Distributor,WARE-PUJ1005,23/8/19,2019-12-07,2019-12-16,2019-12-20,USD,24,9,312,28,3,0.08,3247.36,3865.9,10669.884000000002,11597.7,10669.884000000002,9742.08,927.8040000000019,8.695539707835641,927.816,2019,12,7,4,5,49,2019,12,16,4,0,51,2019,12,20,4,4,51,9,4,13,Slow,Below Avg,False,True,False,True,False
SO - 0004768,Online,WARE-PUJ1005,23/8/19,2019-12-07,2019-12-24,2019-12-31,USD,16,19,274,34,2,0.08,501.7,783.9,1442.376,1567.8,1442.376,1003.4,438.976,30.434227968296756,125.42399999999999,2019,12,7,4,5,49,2019,12,24,4,1,52,2019,12,31,4,1,1,17,7,24,Very Slow,Low,True,True,False,True,False
SO - 0004769,Distributor,WARE-UHY1004,23/8/19,2019-12-07,2019-12-23,2020-01-01,USD,20,7,238,19,8,0.08,3322.87,5112.1,37625.056000000004,40896.8,37625.056000000004,26582.96,11042.096000000005,29.347719774822405,3271.744,2019,12,7,4,5,49,2019,12,23,4,0,52,2020,1,1,1,2,1,16,9,25,Very Slow,Above Avg,True,True,True,True,False
SO - 0004770,In-Store,WARE-XYS1001,23/8/19,2019-12-07,2019-12-19,2019-12-25,USD,3,10,39,15,6,0.1,1049.22,1809.0,9768.6,10854.0,9768.6,6295.32,3473.2800000000007,35.555555555555564,1085.4,2019,12,7,4,5,49,2019,12,19,4,3,51,2019,12,25,4,2,52,12,6,18,Very Slow,Low,True,True,False,True,False
SO - 0004771,In-Store,WARE-NMK1003,23/8/19,2019-12-07,2019-12-20,2019-12-21,USD,4,37,154,9,6,0.1,1764.38,2673.3,14435.820000000002,16039.800000000001,14435.820000000002,10586.28,3849.540000000001,26.666583540110643,1603.9800000000002,2019,12,7,4,5,49,2019,12,20,4,4,51,2019,12,21,4,5,51,13,1,14,Slow,Below Avg,False,True,False,True,False
SO - 0004772,Online,WARE-PUJ1005,23/8/19,2019-12-08,2019-12-30,2020-01-06,USD,19,41,318,21,6,0.08,2781.17,3973.1,21931.512,23838.6,21931.512,16687.02,5244.491999999998,23.913043478260864,1907.0880000000002,2019,12,8,4,6,49,2019,12,30,4,0,1,2020,1,6,1,0,2,22,7,29,Very Slow,Average,False,True,False,True,False
SO - 0004773,Distributor,WARE-XYS1001,23/8/19,2019-12-08,2019-12-19,2019-12-25,USD,23,34,19,46,2,0.15,1229.32,1862.6,3166.4199999999996,3725.2,3166.4199999999996,2458.64,707.7799999999997,22.35268852521143,558.78,2019,12,8,4,6,49,2019,12,19,4,3,51,2019,12,25,4,2,52,11,6,17,Very Slow,Low,False,True,False,True,False
SO - 0004774,Wholesale,WARE-PUJ1005,23/8/19,2019-12-08,2019-12-20,2019-12-25,USD,28,15,316,29,3,0.15,526.96,958.1,2443.155,2874.3,2443.155,1580.88,862.2750000000001,35.293503686831166,431.145,2019,12,8,4,6,49,2019,12,20,4,4,51,2019,12,25,4,2,52,12,5,17,Very Slow,Low,True,True,False,True,False
SO - 0004775,Online,WARE-NMK1003,23/8/19,2019-12-08,2019-12-18,2019-12-26,USD,14,27,189,25,8,0.3,774.52,911.2,5102.72,7289.6,5102.72,6196.16,-1093.4399999999996,-21.42857142857142,2186.88,2019,12,8,4,6,49,2019,12,18,4,2,51,2019,12,26,4,3,52,10,8,18,Very Slow,Low,False,True,True,True,False
SO - 0004776,Wholesale,WARE-PUJ1005,23/8/19,2019-12-09,2019-12-25,2020-01-04,USD,27,21,278,45,6,0.15,410.04,1025.1,5228.009999999999,6150.599999999999,5228.009999999999,2460.2400000000002,2767.769999999999,52.941176470588225,922.5899999999999,2019,12,9,4,0,50,2019,12,25,4,2,52,2020,1,4,1,5,1,16,10,26,Very Slow,Low,True,True,False,True,False
SO - 0004777,Wholesale,WARE-XYS1001,23/8/19,2019-12-09,2020-01-02,2020-01-05,USD,27,3,35,7,8,0.05,934.25,2224.4,16905.44,17795.2,16905.44,7474.0,9431.439999999999,55.78937904011963,889.7600000000001,2019,12,9,4,0,50,2020,1,2,1,3,1,2020,1,5,1,6,1,24,3,27,Very Slow,Below Avg,True,True,True,True,False
SO - 0004778,In-Store,WARE-PUJ1005,23/8/19,2019-12-09,2019-12-13,2019-12-22,USD,12,40,304,13,3,0.2,1768.8,2358.4,5660.160000000001,7075.200000000001,5660.160000000001,5306.4,353.7600000000011,6.2500000000000195,1415.0400000000002,2019,12,9,4,0,50,2019,12,13,4,4,50,2019,12,22,4,6,51,4,9,13,Slow,Low,False,True,False,True,False
SO - 0004779,Online,WARE-UHY1004,23/8/19,2019-12-09,2020-01-03,2020-01-08,USD,19,19,214,14,6,0.15,2525.63,3946.3,20126.13,23677.800000000003,20126.13,15153.78,4972.35,24.70594197692254,3551.67,2019,12,9,4,0,50,2020,1,3,1,4,1,2020,1,8,1,2,2,25,5,30,Very Slow,Average,False,True,False,True,False
SO - 0004780,In-Store,WARE-PUJ1005,23/8/19,2019-12-09,2019-12-27,2020-01-02,USD,9,7,327,34,7,0.05,428.26,911.2,6059.4800000000005,6378.400000000001,6059.4800000000005,2997.8199999999997,3061.6600000000008,50.526777875329245,318.92,2019,12,9,4,0,50,2019,12,27,4,4,52,2020,1,2,1,3,1,18,6,24,Very Slow,Low,True,True,False,True,False
SO - 0004781,Online,WARE-MKL1006,23/8/19,2019-12-09,2019-12-14,2019-12-21,USD,16,27,342,37,5,0.05,466.32,777.2,3691.7,3886.0,3691.7,2331.6,1360.1,36.84210526315789,194.30000000000004,2019,12,9,4,0,50,2019,12,14,4,5,50,2019,12,21,4,5,51,5,7,12,Slow,Low,True,True,False,True,False
SO - 0004782,Wholesale,WARE-PUJ1005,23/8/19,2019-12-09,2019-12-30,2020-01-03,USD,26,36,312,36,6,0.08,1195.95,2345.0,12944.400000000001,14070.0,12944.400000000001,7175.700000000001,5768.700000000001,44.565217391304344,1125.6,2019,12,9,4,0,50,2019,12,30,4,0,1,2020,1,3,1,4,1,21,4,25,Very Slow,Below Avg,True,True,False,True,False
SO - 0004783,Online,WARE-NBV1002,23/8/19,2019-12-09,2019-12-19,2019-12-28,USD,12,41,61,38,6,0.05,1676.07,3162.4,18025.68,18974.4,18025.68,10056.42,7969.26,44.21059288748053,948.72,2019,12,9,4,0,50,2019,12,19,4,3,51,2019,12,28,4,5,52,10,9,19,Very Slow,Below Avg,True,True,False,True,False
SO - 0004784,Online,WARE-NMK1003,23/8/19,2019-12-10,2019-12-31,2020-01-05,USD,13,26,165,20,5,0.15,1519.56,2532.6,10763.55,12663.0,10763.55,7597.799999999999,3165.75,29.411764705882355,1899.4499999999998,2019,12,10,4,1,50,2019,12,31,4,1,1,2020,1,5,1,6,1,21,5,26,Very Slow,Below Avg,True,True,False,True,False
SO - 0004785,In-Store,WARE-UHY1004,23/8/19,2019-12-10,2019-12-19,2019-12-25,USD,5,25,212,10,3,0.15,90.45,201.0,512.55,603.0,512.55,271.35,241.19999999999993,47.058823529411754,90.44999999999999,2019,12,10,4,1,50,2019,12,19,4,3,51,2019,12,25,4,2,52,9,6,15,Very Slow,Low,True,True,False,True,False
SO - 0004786,Online,WARE-NBV1002,23/8/19,2019-12-10,2019-12-20,2019-12-25,USD,13,35,75,11,2,0.05,779.08,1025.1,1947.6899999999998,2050.2,1947.6899999999998,1558.16,389.52999999999975,19.999589257017274,102.50999999999999,2019,12,10,4,1,50,2019,12,20,4,4,51,2019,12,25,4,2,52,10,5,15,Very Slow,Low,False,True,False,True,False
SO - 0004787,In-Store,WARE-NMK1003,23/8/19,2019-12-10,2019-12-16,2019-12-23,USD,6,23,177,23,4,0.08,1567.8,3484.0,12821.12,13936.0,12821.12,6271.2,6549.920000000001,51.08695652173913,1114.88,2019,12,10,4,1,50,2019,12,16,4,0,51,2019,12,23,4,0,52,6,7,13,Slow,Below Avg,True,True,False,True,False
